Updated_Date,Valve_Type,Valve_Size,Valve_Useage,Cover,Lid_Type,Valve_Cond,Valve_Stat,Valve_Position,Turns,Depth_Nut,Location,Comment,Rotation,POINT_X,POINT_Y
2/13/2013,,0.00000000000,,Gravel,910,,,,0.00000000000,0.00000000000,2' from edge of pavement,,0,7713372.54935000000,689782.31544000000
2/13/2013,,0.00000000000,,Gravel,926,,,,0.00000000000,0.00000000000,10' from edge of pavement,field verified,0,7713362.02805000000,689793.18549700000
2/20/2013,GV,0.00000000000,Inline,,,,,,0.00000000000,0.00000000000,,,0,7714174.61336000000,689719.23157700000
,,0.00000000000,,,,,,,0.00000000000,0.00000000000,,,0,7715839.66154000000,682858.12587600000
,,0.00000000000,,,,,,,0.00000000000,0.00000000000,,,0,7715842.01292000000,682855.75908300000
4/15/2013,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,22.00000000000,26.00000000000,,FIELD VERIFIED - LOCATION UPDATED,90,7716828.98404000000,681738.39845700000
,OTHER,0.75000000000,,Other,,,,,0.00000000000,0.00000000000,,AIR RELEASE VALVE,0,7717039.31269000000,681230.11338400000
2/26/2013,,6.00000000000,,,,,,,0.00000000000,0.00000000000,,,30,7717904.85590000000,682594.17266400000
2/26/2013,,8.00000000000,,,,,,,0.00000000000,0.00000000000,,,115,7717884.61907000000,682589.01683400000
3/14/2013,OTHER,0.00000000000,,,,,,,0.00000000000,0.00000000000,,,0,7719340.20211000000,677919.79553000000
,BTRFLY,0.00000000000,Inline,,,,,,0.00000000000,0.00000000000,,NEED TO COLLECT DATA,135,7709686.71191000000,693394.49522300000
4/9/2013,GV,2.00000000000,,,,,,,0.00000000000,0.00000000000,,field verify,0,7720805.06926000000,681336.75359100000
,,0.00000000000,,,,,,,0.00000000000,0.00000000000,,,45,7718972.10180000000,683845.24988600000
4/17/2013,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Open,37.00000000000,52.00000000000,Reservoir,,90,7720563.70000000000,675413.09713100000
4/17/2013,BTRFLY,12.00000000000,Inline,Grass,926,Good,Working,Open,31.00000000000,52.00000000000,Reservoir,,0,7720567.77118000000,675470.91853800000
4/17/2013,GV,6.00000000000,Inline,Grass,926,Bad,Not Working,Open,0.00000000000,0.00000000000,,,0,7720664.16403000000,675423.15354200000
4/17/2013,GV,12.00000000000,Inline,Asphalt,926,Good,Working,Open,36.00000000000,15.00000000000,STREBIN,,0,7720251.06479000000,676352.27307400000
10/23/2014,BTRFLY,12.00000000000,Inline,Gravel,926,Good,Working,Open,37.00000000000,68.00000000000,STREBIN,NORTH OF CHECK VALVE,90,7720268.35380000000,676364.43118700000
10/14/2014,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,20.00000000000,15.00000000000,STREBIN,,90,7720244.99328000000,676374.17427700000
4/17/2013,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Closed,0.00000000000,24.00000000000,TROUTDALE RD,NEED CONDITION INFO,70,7718494.93215000000,677767.83979700000
5/3/2013,OTHER,6.00000000000,Inline,Asphalt,910,Good,Working,Closed,21.00000000000,20.00000000000,TROUTDALE RD,"do not open, abandoned",-30,7718468.67761000000,677818.56049600000
4/17/2013,BTRFLY,12.00000000000,Inline,Asphalt,910,Good,Working,Open,38.00000000000,30.00000000000,TROUTDALE RD,,60,7718470.06803000000,677816.36561900000
4/17/2013,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,21.00000000000,28.00000000000,SWEETBRIAR,,90,7719613.78654000000,677763.51040900000
4/17/2013,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,21.00000000000,36.00000000000,TROUTDALE RD,,0,7718398.14986000000,679288.40565400000
4/17/2013,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,20.00000000000,34.00000000000,TROUTDALE RD,,0,7718365.73228000000,678482.27078300000
10/23/2014,BTRFLY,12.00000000000,Inline,Gravel,926,Good,Working,Open,37.00000000000,68.00000000000,STREBIN,SOUTH OF CHECK VALVE,90,7720268.14416000000,676360.08277000000
4/17/2013,GV,12.00000000000,Inline,Gravel,926,Good,Working,Open,39.00000000000,16.00000000000,s troutdale at 40th,"VALVES BURRIED, NOT SEEN FROM SCAN",90,7718380.70174000000,678818.77700000000
4/17/2013,BTRFLY,12.00000000000,Inline,Gravel,926,Good,Working,Open,38.00000000000,25.00000000000,s troutdale at 40h,"VALVES BURRIED, NOT SEEN FROM SCAN",90,7718377.87956000000,678759.27711900000
4/19/2013,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,21.00000000000,36.00000000000,,,0,7720812.83434000000,687739.48619200000
,,0.00000000000,,,,,,,0.00000000000,0.00000000000,,,0,7719966.23630000000,688473.38826800000
4/19/2013,GV,6.00000000000,Fire,Grass,910,Good,Working,Open,20.00000000000,32.00000000000,,glen otto fire,0,7720691.11477000000,687656.42566300000
4/19/2013,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,26.00000000000,24.00000000000,,"ecrh at glenn oto, to domestic and fire",0,7720677.91761000000,687674.68842200000
4/19/2013,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,21.00000000000,20.00000000000,,,0,7720772.85312000000,687438.27025900000
4/19/2013,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,9.00000000000,36.00000000000,,,0,7721004.31427000000,687822.75439800000
4/19/2013,OTHER,1.00000000000,Inline,Asphalt,910,Good,Working,,0.00000000000,24.00000000000,,unkown use,0,7720902.46933000000,687749.58000400000
4/24/2013,GV,10.00000000000,Inline,Asphalt,926,Good,Working,Open,32.00000000000,30.00000000000,,,0,7718468.82558000000,679913.34600500000
5/1/2013,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,12.00000000000,,,0,7720227.51268000000,677716.91962300000
4/24/2013,GV,6.00000000000,Hydrant,Asphalt,910,,Working,Open,20.00000000000,12.00000000000,,,0,7718735.52550000000,688609.86535700000
4/24/2013,BTRFLY,6.00000000000,Inline,Asphalt,926,,Working,Open,34.00000000000,20.00000000000,,,0,7718782.80034000000,688609.04843000000
4/24/2013,BTRFLY,6.00000000000,Inline,Asphalt,926,Good,Working,Open,44.00000000000,30.00000000000,,,0,7718829.22249000000,688591.90115400000
4/24/2013,GV,6.00000000000,Hydrant,Concrete,,Good,Working,Open,20.00000000000,24.00000000000,,,0,7718844.50888000000,688603.92639300000
4/24/2013,GV,6.00000000000,Inline,Asphalt,926,,Working,Open,20.00000000000,24.00000000000,,,0,7718829.82256000000,688609.66686700000
4/24/2013,BTRFLY,8.00000000000,Inline,Asphalt,926,Good,Working,Open,36.00000000000,47.00000000000,,,0,7718831.95772000000,688870.84711900000
4/24/2013,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,,Open,38.00000000000,40.00000000000,,,0,7718829.94854000000,688869.67684500000
8/13/2014,GV,6.00000000000,Inline,Concrete,,Good,Working,Open,20.00000000000,5.00000000000,,metal plate in curb,0,7719122.68877000000,688599.10159900000
8/13/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,18.00000000000,Kibling and 2nd,,90,7719086.05827000000,688586.10326500000
4/24/2013,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,9.00000000000,8.00000000000,end of 2nd,,0,7719289.80491000000,688590.16887400000
4/24/2013,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,20.00000000000,,,90,7718835.89144000000,688841.35439500000
4/24/2013,BTRFLY,6.00000000000,Inline,Asphalt,926,Good,Working,Open,34.00000000000,26.00000000000,Buxton and 2nd,,0,7718322.82259000000,688625.99655800000
10/16/2014,GV,6.00000000000,Hydrant,Concrete,926,Good,Working,Open,20.00000000000,28.00000000000,,does not match as built,90,7718328.75237000000,688620.00214800000
4/24/2013,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,20.00000000000,Dora and E Columbia River Hwy,,0,7718575.47070000000,688858.62568600000
4/24/2013,GV,6.00000000000,Hydrant,Concrete,926,Good,Working,Open,20.00000000000,22.00000000000,,,0,7718600.53890000000,688865.50461000000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,20.00000000000,28.00000000000,EAST OF BRIDGE ENTRACE SANDY RV PARK,,0,7719962.81570000000,688468.45258200000
,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,16.00000000000,,hydrant down 500 ft down east drive from first hyd,0,7720380.57274000000,688268.16492500000
,GV,3.00000000000,Domestic,Asphalt,926,Good,Working,Open,10.00000000000,31.00000000000,,,0,7720384.58749000000,688234.73717000000
,BTRFLY,35.00000000000,Inline,Asphalt,910,Good,Working,Open,35.00000000000,40.00000000000,E COLUMBIA RIVERY HWY & OLD DEPOT,ecrh at 0ld depot,0,7719286.78555000000,688853.13422700000
5/2/2013,GV,0.00000000000,Inline,Asphalt,910,Good,Working,Closed,0.00000000000,36.00000000000,,ne of mainline valve,0,7719288.13726000000,688855.54564000000
,BTRFLY,6.00000000000,Inline,Concrete,926,Good,Working,Open,35.00000000000,36.00000000000,SE 4TH & SE DORA,,0,7718561.72139000000,688096.30011100000
,BTRFLY,6.00000000000,Inline,Concrete,926,Good,Working,Open,35.00000000000,54.00000000000,SE DORA & SE 4TH,,0,7718550.78014000000,688074.79753000000
,BTRFLY,6.00000000000,Inline,Concrete,910,Good,Working,Open,35.00000000000,30.00000000000,,,0,7718823.71988000000,688089.02683200000
,GV,6.00000000000,Hydrant,Grass,926,Good,Working,Open,20.00000000000,31.00000000000,,,0,7718834.74446000000,688085.23320400000
,,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,45.00000000000,,,0,7718808.15495000000,688082.93465200000
,GV,60.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,20.00000000000,SE KIBLING & SE 4TH,,0,7719065.52025000000,688070.68467700000
,BTRFLY,6.00000000000,Inline,Asphalt,910,Good,Working,Open,35.00000000000,24.00000000000,SE 5TH & SE BUXTON,,0,7718300.39350000000,687842.15823100000
,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,20.00000000000,27.00000000000,CORNER SE 5TH & SE DORA,,0,7718549.55409000000,687813.97324800000
,BTRFLY,6.00000000000,Inline,Asphalt,926,Good,Working,Open,35.00000000000,28.00000000000,SE 5TH & SE DORA,,0,7718562.65085000000,687836.11231100000
,BTRFLY,6.00000000000,Inline,Asphalt,926,Good,Working,Open,35.00000000000,32.00000000000,,,0,7718821.38819000000,687828.80556700000
,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,28.00000000000,,,0,7718801.59722000000,687816.39253500000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,24.00000000000,"SE 5TH, EAST OF SE KIBLING",,0,7719085.62848000000,687827.28949400000
,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,19.00000000000,24.00000000000,,,0,7719086.70689000000,687828.20911200000
,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,36.00000000000,,6 in stub out to south?,0,7719058.64789000000,687827.54277500000
,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Open,9.00000000000,43.00000000000,,,0,7719157.85668000000,687829.28817800000
5/3/2013,GV,6.00000000000,Hydrant,Grass,926,,Working,Open,20.00000000000,49.00000000000,,,90,7718745.00088000000,687562.66863300000
,BTRFLY,6.00000000000,Inline,Asphalt,926,Good,Working,Open,25.00000000000,29.00000000000,SE HARLOW & SE 6TH,"10' FROM POLE, 7' FROM MH",90,7718769.77084000000,687553.87173400000
5/3/2013,BTRFLY,6.00000000000,Inline,Asphalt,926,Good,Working,Open,35.00000000000,44.00000000000,SE 6TH ST & SE HARLOW,,0,7718751.76464000000,687570.55345900000
5/3/2013,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,35.00000000000,SE 6TH ST & SE DORA,,0,7718537.24211000000,687576.66794800000
5/3/2013,GV,6.00000000000,Inline,Asphalt,910,,Working,Open,35.00000000000,31.00000000000,SE 6TH ST,,0,7718292.25998000000,687585.51176300000
5/3/2013,GV,6.00000000000,Hydrant,Concrete,926,Bad,Not Working,Open,0.00000000000,40.00000000000,SE 6TH ST,cant get on hydrant companion valve,90,7718298.26686000000,687576.05016700000
4/24/2013,GV,6.00000000000,Inline,Grass,910,Good,Working,Open,20.00000000000,24.00000000000,,ecrh at jackson park,0,7720226.12849000000,687514.15659000000
4/24/2013,GV,12.00000000000,Inline,Asphalt,910,Good,Working,Open,39.00000000000,36.00000000000,,,0,7720230.72953000000,687517.73007400000
4/24/2013,GV,12.00000000000,Inline,Asphalt,910,Good,Working,Open,39.00000000000,36.00000000000,,,0,7720232.82763000000,687516.92200500000
4/24/2013,GV,12.00000000000,Inline,Gravel,926,Good,Working,Open,39.00000000000,18.00000000000,,"VALVE BURRIED, COULD NOT SEE FROM SCAN",90,7718430.96345000000,679944.47684800000
,BTRFLY,6.00000000000,Inline,Asphalt,926,Good,Working,Open,34.00000000000,30.00000000000,,sw3rd and buxton,0,7718315.63002000000,688363.11519400000
10/15/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,42.00000000000,,buxton at sw3rd,90,7718298.99029000000,688341.60637900000
10/15/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,42.00000000000,,buxton at 3rd,90,7718299.80295000000,688367.00462200000
,GV,6.00000000000,Hydrant,Concrete,926,Good,Working,Open,20.00000000000,24.00000000000,,,0,7718583.29648000000,688343.48728100000
10/16/2014,GV,6.00000000000,Inline,Asphalt,926,Good,,Closed,0.00000000000,24.00000000000,,zone change boundry,90,7718558.20040000000,688348.04534300000
,BTRFLY,6.00000000000,Inline,Asphalt,926,Good,,Open,35.00000000000,30.00000000000,,,0,7718774.90338000000,688350.53451100000
,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Closed,0.00000000000,21.00000000000,,zone boundary valve closed,0,7718814.40363000000,688329.28553800000
,BTRFLY,6.00000000000,Inline,Concrete,926,Good,Working,Open,35.00000000000,44.00000000000,,in sidewalk,0,7718836.13652000000,688348.89212600000
,GV,6.00000000000,Hydrant,Grass,926,Bad,Not Working,Open,16.00000000000,30.00000000000,,16 turns will not isolate hydrant,0,7719033.24374000000,688323.96697900000
,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Closed,0.00000000000,40.00000000000,,zone boundary closed,0,7719079.56058000000,688328.46664200000
,GV,6.00000000000,Inline,Concrete,910,Good,Working,Closed,0.00000000000,40.00000000000,,se4th at buxton zone boundry,0,7718319.00173000000,688101.65377500000
9/15/2014,GV,6.00000000000,Hydrant,Concrete,926,Good,Working,Open,19.00000000000,24.00000000000,E HISTORIC COLUMBIA RIVER HWY & SW KENDAL AVE,,9090,7718082.60128000000,688880.81396200000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,26.00000000000,20.00000000000,,,0,7718056.83263000000,688890.03441600000
,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,9.00000000000,20.00000000000,,,0,7718004.74875000000,688642.37644700000
,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,17.00000000000,,,0,7718041.22833000000,688641.35512300000
,GV,8.00000000000,Inline,,910,Good,Working,Open,27.00000000000,16.00000000000,,second valve from west,0,7718036.42979000000,688641.33117300000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,26.00000000000,23.00000000000,,,0,7718050.38776000000,688639.26031100000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,32.00000000000,,,0,7718046.18600000000,688599.40376400000
,GV,6.00000000000,Fire,Asphalt,910,Good,Working,Open,20.00000000000,34.00000000000,,,0,7718044.68502000000,688581.68365500000
,BTRFLY,8.00000000000,Inline,Asphalt,926,Good,Working,Closed,33.00000000000,30.00000000000,,stubout to west lot,0,7718043.08922000000,688540.07645500000
,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,9.00000000000,34.00000000000,,,0,7718043.99736000000,688530.48132900000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,27.00000000000,31.00000000000,,sw2nd at buxton,0,7718266.78759000000,688630.02804600000
,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,23.00000000000,,se dora at 2nd s of intersection,0,7718565.24828000000,688599.59274000000
8/13/2014,GV,6.00000000000,Hydrant,Concrete,926,Good,Working,Open,20.00000000000,21.00000000000,,,90,7719046.35165000000,688858.25757700000
8/13/2014,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Open,37.00000000000,36.00000000000,,,0,7719048.95926000000,688861.85074500000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,21.00000000000,28.00000000000,,behind col river gallery,0,7718817.65559000000,689026.65094100000
,GV,4.00000000000,Inline,Asphalt,910,Good,Working,Open,13.00000000000,10.00000000000,,,0,7718811.71006000000,689002.68871800000
,GV,4.00000000000,Inline,Asphalt,910,Good,Working,Open,13.00000000000,13.00000000000,,,0,7718833.23561000000,689002.99514800000
,BTRFLY,10.00000000000,Inline,Asphalt,910,Good,Working,Open,37.00000000000,2.00000000000,,north of east valve,90,7718826.60734000000,689026.78250200000
,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Open,9.00000000000,30.00000000000,,,0,7718230.16332000000,689016.48495100000
,GV,4.00000000000,Fire,Asphalt,910,Good,Working,Open,15.00000000000,42.00000000000,,fire for troutdale house,0,7719099.97851000000,689025.66275400000
,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Open,9.00000000000,32.00000000000,,,0,7719105.88893000000,689025.35632400000
,GV,6.00000000000,Inline,Grass,910,Good,Working,Open,20.00000000000,28.00000000000,,jackson park rd at crh south valve,0,7720211.51271000000,687490.77179500000
,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,20.00000000000,24.00000000000,,,0,7720374.31914000000,687198.72447900000
,GV,6.00000000000,Hydrant,Grass,926,Good,Working,Open,21.00000000000,24.00000000000,,,0,7720829.64566000000,686615.95333400000
,GV,2.00000000000,Inline,Grass,926,Good,Working,Open,10.00000000000,24.00000000000,,,0,7720832.12925000000,686608.24600100000
,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,25.00000000000,,,0,7720620.36950000000,686966.30663600000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,21.00000000000,54.00000000000,,,0,7720125.25041000000,687606.03731200000
,GV,2.00000000000,Inline,Grass,926,Good,Working,Open,9.00000000000,24.00000000000,,,0,7720830.58890000000,686607.85262900000
,GV,6.00000000000,Fire,Asphalt,910,Good,Working,Open,21.00000000000,49.00000000000,,,0,7720052.86079000000,687693.87998400000
,GV,10.00000000000,Inline,Asphalt,910,Good,Working,,34.00000000000,60.00000000000,,,0,7720028.85953000000,687696.55648800000
,GV,6.00000000000,Hydrant,Asphalt,910,,Working,Open,21.00000000000,60.00000000000,,,0,7719780.14973000000,688045.01150000000
10/21/2014,BTRFLY,12.00000000000,Inline,Asphalt,910,Good,Working,Open,34.00000000000,60.00000000000,"E COLUMBIA RIVER HWY, SANDY RV PARK",,60,7719462.73271000000,688471.18978100000
10/21/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,27.00000000000,36.00000000000,"E COLUMBIA RIVER HWY, SANDY RV PARK",,-15,7719465.60377000000,688471.07331200000
10/15/2014,,3.00000000000,,Other,,,,,0.00000000000,0.00000000000,,pressure relief valve under storm mh,-15,7721558.25247000000,681979.77461500000
5/31/2013,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,36.00000000000,SE HUDSON CT & SE 23RD ST,,90,7720940.33769000000,683025.47790400000
,,0.00000000000,,,,,,,0.00000000000,0.00000000000,,,90,7720281.40496000000,683019.35094800000
,BTRFLY,12.00000000000,Inline,Concrete,926,Good,Working,Open,38.00000000000,25.00000000000,,,0,7717729.23552000000,690229.50549000000
,GV,8.00000000000,Inline,Concrete,926,Good,Working,Open,27.00000000000,36.00000000000,,,0,7717725.44845000000,690214.18892000000
,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Open,28.00000000000,31.00000000000,,,0,7717525.62832000000,690789.30784900000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,21.00000000000,36.00000000000,,,0,7717518.87439000000,690815.12505400000
,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,20.00000000000,39.00000000000,,,0,7716877.45409000000,690697.15580200000
,BTRFLY,12.00000000000,Inline,Grass,926,Good,Working,Open,36.00000000000,43.00000000000,,,0,7716751.07081000000,690671.59548600000
,BTRFLY,12.00000000000,Inline,Gravel,926,Good,Working,Open,36.00000000000,47.00000000000,,,0,7716336.09034000000,690665.67226900000
,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,20.00000000000,15.00000000000,,,0,7715705.52205000000,690701.54851000000
,GV,12.00000000000,Inline,Asphalt,926,Good,Working,Open,36.00000000000,50.00000000000,,,0,7715329.84202000000,690838.29200300000
,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,42.00000000000,,,0,7715145.66096000000,690695.59871800000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,26.00000000000,41.00000000000,,,0,7715135.17279000000,690698.44287300000
,BTRFLY,12.00000000000,Inline,Asphalt,910,Good,Working,Open,37.00000000000,40.00000000000,,12in inline valve heading north down marine dr,0,7715147.75643000000,690698.65251800000
,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,50.00000000000,,,0,7715206.36163000000,690188.85366900000
,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,31.00000000000,,,0,7715320.82269000000,690167.23724200000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,24.00000000000,42.00000000000,,,0,7715696.85376000000,690243.64194500000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,21.00000000000,32.00000000000,,,0,7715739.11581000000,690250.30761400000
,GV,2.00000000000,Blow Off,Gravel,926,Good,Working,Closed,9.00000000000,28.00000000000,,,0,7715681.50897000000,689925.53792300000
,GV,12.00000000000,Inline,Asphalt,926,Good,Working,Open,37.00000000000,36.00000000000,,,0,7713383.27964000000,690636.56668400000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,20.00000000000,38.00000000000,,,0,7716279.49137000000,690282.03589700000
,GV,6.00000000000,Fire,Asphalt,910,Good,Working,Open,19.00000000000,40.00000000000,,,0,7716515.70383000000,690296.55063200000
,BTRFLY,10.00000000000,Inline,Asphalt,910,,Working,Open,25.00000000000,50.00000000000,,,0,7716753.97894000000,690298.19367300000
,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,19.00000000000,24.00000000000,,hydrant atse7th and se harlow,0,7718749.35225000000,687301.83582100000
,GV,4.00000000000,Fire,Asphalt,926,Good,Working,Open,12.00000000000,24.00000000000,,,0,7718759.95852000000,687304.40963500000
,GV,2.50000000000,Inline,Other,926,Good,Working,Open,10.00000000000,28.00000000000,in west end of crosswalk,2in school meter downstream. meter locked off,0,7718761.25380000000,687311.68160200000
,,6.00000000000,Inline,Concrete,,Good,Working,Open,34.00000000000,32.00000000000,,in curb with a white plastic cap for lid type,0,7718527.63583000000,687383.81433100000
,GV,6.00000000000,Hydrant,Grass,926,Good,Working,Open,19.00000000000,18.00000000000,,,0,7718496.58897000000,687304.98476500000
,GV,2.50000000000,Inline,Concrete,926,Bad,Not Working,Open,0.00000000000,14.00000000000,,uknown size,0,7718531.02263000000,687311.15404400000
,GV,6.00000000000,Inline,Other,,Good,Working,Open,21.00000000000,70.00000000000,,,0,7718507.19656000000,687092.45205300000
,BTRFLY,6.00000000000,Inline,Asphalt,910,Good,Working,Open,34.00000000000,28.00000000000,,,0,7718283.55298000000,687321.73145000000
,GV,6.00000000000,Hydrant,Other,926,Good,Working,Open,21.00000000000,18.00000000000,,,90,7718740.66263000000,687065.37402300000
8/7/2014,,2.50000000000,Inline,Asphalt,926,Good,Working,Open,9.00000000000,30.00000000000,,valve no longer working used to be for a service,45,7718745.65015000000,687000.12021700000
,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,25.00000000000,30.00000000000,,,0,7718740.73186000000,687066.64567400000
,BTRFLY,6.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,6.00000000000,,,0,7718256.37849000000,687065.06825000000
10/17/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,23.00000000000,34.00000000000,,,90,7718258.53695000000,687066.38353600000
10/17/2014,BTRFLY,8.00000000000,Inline,Asphalt,910,Good,Working,Open,44.00000000000,45.00000000000,,,90,7718268.01856000000,687307.83876200000
,BTRFLY,8.00000000000,Inline,Asphalt,910,Good,Working,,44.00000000000,24.00000000000,,,0,7718269.25544000000,687368.54139600000
,BTRFLY,8.00000000000,Inline,Asphalt,926,Good,,Open,44.00000000000,37.00000000000,,,0,7718216.23619000000,687320.74424800000
,GV,6.00000000000,Hydrant,Concrete,926,Good,Working,Open,19.00000000000,50.00000000000,,,0,7718210.56494000000,687325.79771500000
,GV,3.00000000000,Inline,,926,Good,Working,Open,14.00000000000,60.00000000000,,,0,7717948.99919000000,687336.54670900000
,GV,8.00000000000,Inline,Asphalt,910,Good,,Closed,0.00000000000,39.00000000000,,,0,7717692.25134000000,687351.63559000000
,BTRFLY,6.00000000000,Inline,Asphalt,910,Good,Working,Open,37.00000000000,39.00000000000,,,0,7717574.74698000000,687359.82028500000
,GV,8.00000000000,Fire,Grass,926,Good,Working,Open,26.00000000000,56.00000000000,,,0,7717572.58196000000,687375.73560700000
,GV,4.00000000000,Domestic,Grass,910,Good,Working,Open,14.00000000000,60.00000000000,,,0,7717563.98355000000,687378.48986700000
,GV,6.00000000000,Inline,Other,910,Good,Working,Open,20.00000000000,34.00000000000,,,0,7717602.02318000000,687490.33085100000
,GV,6.00000000000,Inline,Other,910,Good,Working,Open,20.00000000000,44.00000000000,,,0,7717571.99830000000,687527.06699800000
,BTRFLY,12.00000000000,Inline,Other,926,Good,Working,Open,37.00000000000,52.00000000000,,noth and east of north alt valve,0,7717575.37329000000,687492.77835200000
,GV,4.00000000000,Inline,Grass,926,Good,Working,Closed,15.00000000000,5.00000000000,northside of res just outside of fence,,0,7717860.02922000000,687474.53593500000
,GV,8.00000000000,Inline,Grass,926,Good,Working,Open,26.00000000000,4.00000000000,rigt next to drain valve,these valves r 18in apart,0,7717788.87451000000,687511.70679200000
,GV,6.00000000000,Inline,Asphalt,926,,Working,Open,19.00000000000,60.00000000000,,,0,7717422.18758000000,687324.17403100000
,GV,6.00000000000,Hydrant,Asphalt,910,,Working,Open,19.00000000000,60.00000000000,,,0,7717423.03010000000,687325.06280900000
,GV,4.00000000000,Inline,Grass,926,Good,Working,Open,14.00000000000,36.00000000000,in backyard of 545 sw 8th circle,operating nut bolt missing. can be worked,0,7716983.71142000000,687113.14000400000
,GV,4.00000000000,Inline,Asphalt,926,Good,Working,Open,14.00000000000,19.00000000000,,sw 8th circle at sw kings byway,0,7717415.45892000000,687171.06147600000
,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,10.00000000000,36.00000000000,,,0,7717697.92161000000,686728.82056300000
10/2/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,19.00000000000,36.00000000000,,,90,7717705.93242000000,687030.39738700000
,GV,4.00000000000,Inline,Asphalt,926,Good,Working,Open,16.00000000000,6.00000000000,,,0,7717421.64033000000,687066.10925800000
,GV,4.00000000000,Inline,Asphalt,926,Good,Working,Open,14.00000000000,6.00000000000,,,0,7717410.21516000000,686868.52139900000
