Updated_Date,Valve_Type,Valve_Size,Valve_Useage,Cover,Lid_Type,Valve_Cond,Valve_Stat,Valve_Position,Turns,Depth_Nut,Location,Comment,Rotation,POINT_X,POINT_Y
4/6/2012,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,19.00000000000,se hampton loop,,0,7720291.78453000000,680872.12394300000
4/6/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,21.00000000000,17.00000000000,se stott cir,,0,7719516.77361000000,680893.49561900000
3/20/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,30.00000000000,se 35th cir,,25,7721024.79619000000,679741.87292200000
3/20/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,21.00000000000,30.00000000000,se 35th cir,,110,7721017.12527000000,679746.54843800000
3/28/2012,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,21.00000000000,33.00000000000,sw sweetbriar rd,"raise valve can, FIELD VERIFIED BY MCNALLY",90,7718606.28790000000,677770.83651000000
10/23/2014,GV,6.00000000000,Inline,Gravel,926,Good,Working,Open,19.00000000000,29.00000000000,SE JENNIFER CT,FIELD VERIFIED BY MCNALLY,90,7718818.82849000000,677774.16950900000
3/28/2012,BTRFLY,12.00000000000,Inline,Gravel,926,Good,Working,Open,34.00000000000,40.00000000000,se sweetbriar rd,FIELD VERIFIED BY MCNALLY,0,7718824.64278000000,677771.87489400000
4/6/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,21.00000000000,28.00000000000,s troutdale rd,,0,7718450.22358000000,680428.30527700000
4/9/2012,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,21.00000000000,32.00000000000,s troutdale rd,,0,7718428.08878000000,679975.22120900000
4/9/2012,GV,12.00000000000,Inline,Gravel,926,Good,Working,Open,39.00000000000,18.00000000000,s troutdale rd,"VALVE BURRIED, COULD NOT SEE FROM SCAN",90,7718430.28136000000,679900.46807800000
4/9/2012,GV,12.00000000000,Inline,Concrete,926,Good,Working,Open,39.00000000000,14.00000000000,se evans ave,,0,7719761.37548000000,679340.61093000000
4/9/2012,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Open,39.00000000000,29.00000000000,se evans ave,,305,7720136.80124000000,679717.88609400000
10/3/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,37.00000000000,se evans ave,,45,7720134.19265000000,679713.84640400000
4/9/2012,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Open,39.00000000000,31.00000000000,se evans ave,,-45,7720176.23423000000,679756.15635800000
4/9/2012,GV,6.00000000000,Inline,Gravel,926,Good,Working,Open,22.00000000000,49.00000000000,se evans ave,,45,7720470.38358000000,680023.17091600000
4/9/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,30.00000000000,se evans ave,well 6 feed to distribution,40,7720266.69928000000,679848.73064800000
4/9/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,21.00000000000,33.00000000000,se evans ave,,35,7720545.97398000000,680143.26910100000
4/9/2012,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Open,50.00000000000,40.00000000000,se evans ave,,-45,7720562.70984000000,680166.55973700000
4/10/2012,GV,12.00000000000,Inline,Asphalt,926,Good,Working,Open,40.00000000000,23.00000000000,se evans ave,,125,7720689.91234000000,680339.43996900000
10/23/2014,GV,12.00000000000,Inline,Asphalt,926,Good,Working,Open,39.00000000000,21.00000000000,se evans ave,,90,7720791.94068000000,680690.00816500000
4/10/2012,GV,12.00000000000,Inline,Asphalt,926,Good,Working,Open,40.00000000000,26.00000000000,se evans ave,,90,7720796.24382000000,680846.86218200000
4/10/2012,GV,4.00000000000,Inline,Asphalt,926,Good,Working,Open,14.00000000000,28.00000000000,se hampton ave,,0,7720118.37346000000,681101.66252600000
,GV,8.00000000000,Fire,Concrete,,Good,Working,Open,27.00000000000,47.00000000000,SW CHERRY PARK RD,,0,7714823.86108000000,685054.46236300000
,GV,8.00000000000,Fire,Grass,910,Good,Working,Open,26.00000000000,47.00000000000,SW CHERRY PARK RD,,0,7714969.88999000000,685061.52337200000
,GV,8.00000000000,Fire,Concrete,910,Good,Working,Open,26.00000000000,48.00000000000,SW CHERRY PARK RD,,0,7715039.13985000000,685050.92660900000
4/10/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,32.00000000000,se 30th pl,,0,7720372.06586000000,681095.97323300000
4/10/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,21.00000000000,se hampton ave,,0,7720119.59491000000,681152.22344800000
4/10/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,28.00000000000,20.00000000000,se 29th st,,90,7720373.87623000000,681351.90349500000
4/10/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,25.00000000000,se chandler ave,,0,7720376.72891000000,681408.88500800000
4/10/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,16.00000000000,se 27th st,,0,7720386.48316000000,681901.63533500000
4/10/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,14.00000000000,se 27th st,"FIELD VERIFIRED, in grass",0,7720113.42465000000,681906.42600800000
4/10/2012,GV,6.00000000000,Hydrant,Concrete,926,Good,Working,Open,20.00000000000,22.00000000000,se 27th st,,90,7720335.06266000000,681902.26328700000
4/10/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,36.00000000000,se 28th pl,,0,7720211.41559000000,681632.72281500000
4/10/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,28.00000000000,18.00000000000,se 29th st,,0,7720492.38321000000,681362.44907800000
4/10/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,29.00000000000,se 29th st,,-15,7720578.22490000000,681369.41953600000
4/10/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,,21.00000000000,27.00000000000,se lewis ct,,75,7720613.07096000000,681360.69219100000
4/10/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,34.00000000000,se lewis ct,,0,7720633.32879000000,681098.91318700000
4/10/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,26.00000000000,se hampton ave,,90,7720124.19792000000,681356.28406400000
4/10/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,25.00000000000,se 29th st,,0,7720126.48499000000,681357.71778800000
4/10/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,34.00000000000,se 29th st,"taken from GPS, in grass",0,7720104.79934000000,681358.25092300000
4/10/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,31.00000000000,se evans ave,,-25,7720705.44348000000,681416.91648800000
4/10/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,27.00000000000,se 30th ct,,75,7721038.31945000000,681276.31342300000
4/10/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,49.00000000000,se 30th ct,,0,7720942.43907000000,681092.77343600000
4/10/2012,GV,4.00000000000,Inline,Asphalt,926,Good,Working,Open,15.00000000000,33.00000000000,se 30th ct,,0,7721072.89451000000,681089.90533100000
4/10/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,48.00000000000,se 30th ct,needs 12'' nipple and coupl,0,7721216.33944000000,681085.17108900000
4/10/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,28.00000000000,se lewellyn ave,,-45,7721050.54646000000,681307.10601200000
4/10/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,21.00000000000,32.00000000000,se lewellyn ave,,60,7721057.46508000000,681309.86256900000
4/10/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,36.00000000000,se lewellyn ave,,-45,7721331.90679000000,681507.17877500000
10/10/2013,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,16.00000000000,se 10th st,,90,7719298.76716000000,684155.60064400000
10/10/2013,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,34.00000000000,se 18th st,,90,7718738.67609000000,684414.09258100000
10/10/2013,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,24.00000000000,se 18th st,,90,7719518.16862000000,684396.76485900000
,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,24.00000000000,se 18th st,aluminum valve can breaking down,90,7719907.77414000000,684389.89807500000
10/10/2013,GV,2.00000000000,Domestic,Asphalt,926,Good,Working,Closed,6.00000000000,26.00000000000,se beaver creek ln,,90,7719979.64801000000,684328.28927500000
10/10/2013,GV,10.00000000000,Inline,Asphalt,926,Good,Working,Open,32.00000000000,8.00000000000,se beaver creek ln,,90,7719979.88062000000,684426.26545700000
10/10/2013,GV,10.00000000000,Inline,Asphalt,926,Good,Working,Open,31.00000000000,21.00000000000,se beaver creek ln,,100,7719996.75067000000,684636.79751600000
10/10/2013,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,35.00000000000,se 17th st,MOVED 2.6' SOUTH OF SCAN POINT,0,7719925.96407000000,684643.00190000000
,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,22.00000000000,se 17th st,,0,7719696.96452000000,684645.90379700000
10/10/2013,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,38.00000000000,se knarr ct,,90,7719704.68564000000,684682.56875000000
,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,42.00000000000,se knarr ct,,0,7719707.01044000000,684760.50461700000
,GV,6.00000000000,Hydrant,Asphalt,926,Bad,Working,Open,20.00000000000,18.00000000000,se 17th st,,90,7718946.08873000000,684677.24559800000
,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,20.00000000000,se 17th st,,0,7718948.79542000000,684679.17308700000
,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,19.00000000000,21.00000000000,se 16th ct,,0,7718909.83683000000,684979.30929800000
8/6/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,21.00000000000,se 16th ct,,90,7718904.96873000000,684978.38016600000
8/6/2014,GV,8.00000000000,Inline,Concrete,926,Good,Working,Incorrectly Open,26.00000000000,24.00000000000,se chapman ave,,0,7718619.76786000000,685257.92324200000
8/6/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,19.00000000000,28.00000000000,se sandy st,,90,7719273.75146000000,685137.40314200000
8/6/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,32.00000000000,se 15th st,south line thru easment,90,7719277.74555000000,685249.63093600000
4/11/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,49.00000000000,se 29th ct,,0,7721501.77719000000,681063.13307500000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,26.00000000000,11.00000000000,,,0,7718510.91801000000,686663.18978800000
4/10/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,18.00000000000,32.00000000000,se lewellyn ave,,50,7721343.89791000000,681514.49667400000
4/10/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,35.00000000000,se 29th ct,,55,7721327.00884000000,681486.31562800000
4/11/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,28.00000000000,se 28th ct,,45,7721512.55702000000,681622.38556600000
4/11/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,38.00000000000,se 28th ct,,0,7721813.30084000000,681497.17223300000
4/11/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,23.00000000000,se lewellyn ave,,15,7721529.62490000000,681669.75883000000
10/15/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,17.00000000000,se lewellyn ave,,-45,7721521.91822000000,681660.19749800000
,GV,4.00000000000,Inline,Asphalt,926,Good,Working,Open,14.00000000000,36.00000000000,se chandler ave,,0,7720380.62293000000,681629.25628700000
,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,46.00000000000,se beaver creek ln,,0,7719932.08610000000,685007.93817800000
10/23/2014,GV,10.00000000000,Inline,Asphalt,926,Good,Working,Open,32.00000000000,24.00000000000,se beaver creek ln,,60,7719639.02468000000,685366.73798500000
8/6/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,28.00000000000,22.00000000000,se 15th st,,-20,7719587.85746000000,685349.56413500000
8/6/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,27.00000000000,se 15th st,,65,7719584.27479000000,685346.49491500000
10/23/2014,GV,10.00000000000,Inline,Asphalt,926,Good,Working,Open,33.00000000000,24.00000000000,se beaver creek ln,FIELD VERIFIED BY MCNALLY,-40,7719920.83383000000,686113.42153100000
4/20/2012,GV,6.00000000000,Domestic,Asphalt,926,Good,Working,Open,19.00000000000,35.00000000000,se beaver creek ln,,0,7719597.24392000000,685607.61217500000
8/6/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,28.00000000000,24.00000000000,se chapman ave,,40,7719850.74145000000,686115.48123800000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,26.00000000000,11.00000000000,,,90,7718509.71132000000,686664.38171500000
8/6/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,26.00000000000,se champan ave,,-50,7719847.73883000000,686114.92284000000
8/6/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,23.00000000000,se chapman ave,FIELD VERIFIED BY MCNALLY,-40,7719374.06392000000,686070.26512100000
,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,25.00000000000,1230 se chapman,S:\Images\GPS_Images\FH153.jpg,10,7719279.98537000000,685849.92960400000
8/6/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,27.00000000000,SE CHAPMAN AVE,,105,7719160.91704000000,685502.95720100000
8/6/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,21.00000000000,35.00000000000,se chapman ave,,60,7719012.28249000000,685297.95498600000
8/6/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,33.00000000000,se harlow ave,,90,7718615.27870000000,685298.34310900000
8/6/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,28.00000000000,se 14th st,,90,7718835.29892000000,685517.22718500000
8/6/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,28.00000000000,se 14th st,,10,7719120.44698000000,685510.72358900000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,27.00000000000,11.00000000000,,,0,7719263.34925000000,686651.63699000000
5/3/2013,,0.00000000000,,,,,,,0.00000000000,0.00000000000,SE STARK ST,NEEDS TO BE GPS'ED,95,7720297.72185000000,680937.03326200000
5/3/2013,,0.00000000000,,,,,,,0.00000000000,0.00000000000,SE HAMPTON AVE,,95,7720113.69499000000,680944.85017500000
5/3/2013,,0.00000000000,,,,,,,0.00000000000,0.00000000000,SE STARK ST,NEEDS TO BE GPS'ED,95,7720091.89451000000,680942.43023300000
4/11/2012,GV,4.00000000000,Inline,Asphalt,926,Good,Working,Open,14.00000000000,33.00000000000,se 27th ct,,0,7721601.44300000000,681845.63774400000
4/11/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,50.00000000000,se 27th ct,,0,7721716.92275000000,681849.46352400000
10/15/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,16.00000000000,se lewellyn ave,,80,7721588.67137000000,681875.58223800000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,53.00000000000,,,0,7719467.72089000000,686649.33548500000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,26.00000000000,51.00000000000,,,0,7719469.78322000000,686648.35090700000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,22.00000000000,,,0,7719107.38828000000,686654.32891400000
10/2/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,20.00000000000,24.00000000000,,,45,7719568.66491000000,686854.67332900000
,GV,2.00000000000,Blow Off,Asphalt,910,Bad,Working,Closed,8.00000000000,25.00000000000,,,0,7719647.27073000000,686910.18076400000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,11.00000000000,,,0,7718503.98955000000,686391.60667000000
5/8/2012,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,20.00000000000,,,0,7718961.33607000000,686383.91475600000
8/7/2014,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,8.00000000000,28.00000000000,,,0,7719196.05903000000,686380.69396200000
8/7/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,26.00000000000,,,90,7718920.53071000000,686385.85602600000
8/6/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,25.00000000000,,,90,7718952.89383000000,686144.60158700000
5/8/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,24.00000000000,,,0,7718948.71110000000,686141.80762900000
5/8/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,24.00000000000,,,0,7719089.90340000000,686137.86866100000
4/11/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,16.00000000000,se lewellyn ave,,70,7721414.56017000000,682340.66529700000
4/11/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,17.00000000000,24.00000000000,se lewellyn ave,,-20,7721422.31442000000,682325.72831900000
10/15/2014,GV,4.00000000000,Inline,Asphalt,926,Good,Working,Open,15.00000000000,26.00000000000,se 26th ct,,-20,7721416.63661000000,682353.85654400000
4/11/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,47.00000000000,se 26th ct,needs new valve can. aluminum can breaking down,0,7721614.26482000000,682338.46943500000
10/15/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,25.00000000000,22.00000000000,se lewellyn ave,,70,7721396.05233000000,682385.60319900000
4/12/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,35.00000000000,se 24th cir,,-20,7721334.67647000000,682585.56999100000
4/12/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,33.00000000000,se 24th cir,,0,7721503.63151000000,682933.33668400000
10/23/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,29.00000000000,se lewellyn ave,,65,7721304.83007000000,682613.36685100000
10/23/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,22.00000000000,se lewellyn ave,,-20,7721298.10273000000,682631.71655200000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,30.00000000000,se lewellyn ave,,90,7721184.01306000000,683019.74563200000
4/13/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,22.00000000000,se lewellyn ave,,0,7721186.34212000000,683162.60164500000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,24.00000000000,se lewellyn ave,,100,7721241.40435000000,683461.82972100000
4/13/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,28.00000000000,se lewellyn ave,,30,7721319.64271000000,683641.90383600000
4/13/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,18.00000000000,24.00000000000,se 20th way,,120,7721348.70105000000,683624.57874000000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,19.00000000000,se lewellyn ave,,125,7721329.55083000000,683675.87620900000
4/13/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,23.00000000000,se lewellyn ave,,35,7721425.03095000000,683801.03967300000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,23.00000000000,se lewellyn ave,,-40,7721476.72114000000,683847.71510400000
4/13/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,37.00000000000,se lewellyn ave,,0,7721564.22785000000,683814.14889900000
4/13/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,26.00000000000,se lewellyn ave,,0,7721720.59040000000,684327.01631100000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,28.00000000000,26.00000000000,se lewellyn ave,,85,7721715.80465000000,684382.02801200000
4/13/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,24.00000000000,se lewellyn ave,"FIELD VERIFIED, truck blocking valve in scan",90,7721418.28982000000,684604.50427300000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,34.00000000000,se lewellyn ave,,0,7721242.10349000000,684603.62993100000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,23.00000000000,se evans ave,,65,7721210.59732000000,684698.01425700000
10/3/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,25.00000000000,21.00000000000,se evans ave,,-40,7721176.48880000000,684783.52360000000
10/3/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,22.00000000000,se evans ave,,55,7721174.83624000000,684784.00686700000
4/13/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,23.00000000000,se evans loop,,50,7721201.98317000000,684797.78111800000
4/13/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,23.00000000000,se evans loop,,50,7721337.04294000000,684880.22681900000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,33.00000000000,se evans loop,FIELD VERIFIED BY MCNALLY,75,7721341.89431000000,685192.98833300000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,33.00000000000,se evans cir,FIELD VERIFIED BY MCNALLY,75,7721342.41727000000,685191.36169500000
4/13/2012,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,36.00000000000,se evans loop,FIELD VERIFIED BY MCNALLY,-20,7721341.28932000000,685191.90500100000
4/13/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,43.00000000000,se evans cir,,0,7720983.07613000000,685374.32261600000
5/8/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,19.00000000000,,,90,7719094.56908000000,686134.44281400000
4/13/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,21.00000000000,23.00000000000,se evans cir,,160,7721033.41165000000,685210.68941300000
4/13/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,25.00000000000,se evans loop,,-20,7721308.24805000000,685241.72248700000
4/13/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,22.00000000000,se evans loop,,60,7720935.24256000000,685620.22599500000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,19.00000000000,se evans loop,,145,7720935.22616000000,685622.72664600000
9/18/2013,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,24.00000000000,se evans ave,,150,7720841.94583000000,685060.30323000000
9/18/2013,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,20.00000000000,se evans ave,,65,7720839.39367000000,685060.13393900000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,18.00000000000,se evans ave,,90,7721224.40930000000,684564.39674200000
4/13/2012,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,22.00000000000,se evans ave,,0,7721224.42636000000,684549.64185000000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,26.00000000000,25.00000000000,se evans ave,,-40,7720945.20842000000,683927.46461700000
4/13/2012,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,21.00000000000,se 20th way,,30,7721276.86458000000,683665.95168800000
4/13/2012,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,8.00000000000,36.00000000000,se 19th cir,,0,7721283.43642000000,684013.80171500000
8/6/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,40.00000000000,se chapman ave,,50,7719035.38776000000,685307.44906200000
8/6/2014,GV,6.00000000000,Inline,Asphalt,,Good,Working,Open,21.00000000000,57.00000000000,se chapman ave,,135,7719048.99633000000,685325.11503700000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,24.00000000000,se beaver creek ln,,-40,7720072.17539000000,686233.48395500000
,GV,8.00000000000,Inline,Asphalt,910,Good,Not Working,Open,25.00000000000,29.00000000000,se beaver creek ln,,45,7720114.34427000000,686273.10428300000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,26.00000000000,24.00000000000,se 11th cir,,0,7719879.84539000000,686371.55126400000
,GV,6.00000000000,Hydrant,Asphalt,910,,Working,Open,19.00000000000,32.00000000000,se 11th cir,,90,7719523.70175000000,686375.68281800000
,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,8.00000000000,21.00000000000,se 11th cir,,0,7719450.66449000000,686375.19987900000
,GV,4.00000000000,Inline,Asphalt,910,Good,Working,Open,14.00000000000,39.00000000000,se beaver creek ln,,0,7720248.49032000000,686610.16397600000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,26.00000000000,31.00000000000,se 10th cir,,85,7720246.64125000000,686607.65807500000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,26.00000000000,31.00000000000,se 10th cir,,85,7720246.07891000000,686612.24960200000
,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,8.00000000000,35.00000000000,se 10th cir,,0,7720419.91321000000,686641.86601200000
10/23/2014,GV,6.00000000000,Hydrant,,910,Good,Working,Open,19.00000000000,28.00000000000,se beaver creek ln,,-20,7720240.18424000000,686659.05626700000
8/12/2014,GV,8.00000000000,Inline,Asphalt,910,,Working,Open,25.00000000000,32.00000000000,se beaver creek ln,,45,7719972.15492000000,686930.48223300000
8/12/2014,GV,6.00000000000,Hydrant,,910,Good,Working,Open,19.00000000000,37.00000000000,se beaver creek ln,,-45,7719958.35803000000,686942.38345600000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,23.00000000000,se beaver creek ln,,-70,7719704.14003000000,687144.71540000000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,23.00000000000,se beaver creek ln,,0,7719664.62797000000,687155.24654700000
8/12/2014,GV,4.00000000000,Inline,Asphalt,910,Good,Working,Open,13.00000000000,32.00000000000,se beaver creek ln,,90,7719662.45672000000,687156.31609900000
8/12/2014,GV,4.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,8.00000000000,35.00000000000,se beaver creek ln,,90,7719661.77496000000,687240.94322600000
10/2/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,27.00000000000,se beaver creek ln,,35,7719236.34569000000,686913.39991800000
